Delta Time, Position, Velocity, Heading, 
20, 0.000004, 0.000394, 6.283172, 
20, 0.000006, 0.000117, 6.283175, 
20, 0.000012, 0.000263, 6.283180, 
20, 0.000028, 0.000798, 0.000004, 
20, 0.000111, 0.004193, 0.000018, 
20, 0.000232, 0.006038, 0.000039, 
20, 0.000396, 0.008218, 0.000067, 
20, 0.000611, 0.010734, 0.000104, 
20, 0.000883, 0.013585, 0.000150, 
20, 0.001218, 0.016771, 0.000207, 
20, 0.001624, 0.020292, 0.000277, 
20, 0.002107, 0.024148, 0.000360, 
20, 0.002674, 0.028339, 0.000457, 
20, 0.003331, 0.032864, 0.000569, 
20, 0.004086, 0.037724, 0.000699, 
20, 0.004944, 0.042918, 0.000846, 
20, 0.005913, 0.048447, 0.001012, 
20, 0.006999, 0.054308, 0.001199, 
20, 0.008209, 0.060504, 0.001407, 
20, 0.009550, 0.067032, 0.001637, 
20, 0.011028, 0.073892, 0.001892, 
20, 0.012649, 0.081085, 0.002171, 
20, 0.014422, 0.088609, 0.002477, 
20, 0.016351, 0.096465, 0.002810, 
20, 0.018444, 0.104650, 0.003172, 
20, 0.020707, 0.113165, 0.003564, 
20, 0.023147, 0.122010, 0.003987, 
20, 0.025771, 0.131182, 0.004443, 
20, 0.028585, 0.140682, 0.004933, 
20, 0.031595, 0.150508, 0.005458, 
20, 0.034808, 0.160660, 0.006020, 
20, 0.038227, 0.170968, 0.006619, 
20, 0.041853, 0.181266, 0.007255, 
20, 0.045684, 0.191553, 0.007929, 
20, 0.049720, 0.201827, 0.008641, 
20, 0.053962, 0.212089, 0.009392, 
20, 0.058409, 0.222337, 0.010181, 
20, 0.063060, 0.232570, 0.011009, 
20, 0.067916, 0.242789, 0.011875, 
20, 0.072976, 0.252992, 0.012782, 
20, 0.078239, 0.263178, 0.013728, 
20, 0.083706, 0.273347, 0.014714, 
20, 0.089376, 0.283497, 0.015740, 
20, 0.095249, 0.293629, 0.016808, 
20, 0.101324, 0.303740, 0.017916, 
20, 0.107600, 0.313832, 0.019066, 
20, 0.114078, 0.323901, 0.020259, 
20, 0.120757, 0.333948, 0.021493, 
20, 0.127637, 0.343972, 0.022771, 
20, 0.134716, 0.353972, 0.024092, 
20, 0.141995, 0.363946, 0.025457, 
20, 0.149473, 0.373894, 0.026866, 
20, 0.157149, 0.383816, 0.028320, 
20, 0.165023, 0.393709, 0.029820, 
20, 0.173095, 0.403573, 0.031365, 
20, 0.181363, 0.413407, 0.032958, 
20, 0.189827, 0.423210, 0.034597, 
20, 0.198487, 0.432980, 0.036285, 
20, 0.207341, 0.442718, 0.038021, 
20, 0.216390, 0.452420, 0.039806, 
20, 0.225631, 0.462087, 0.041641, 
20, 0.235066, 0.471717, 0.043527, 
20, 0.244692, 0.481309, 0.045464, 
20, 0.254509, 0.490862, 0.047454, 
20, 0.264517, 0.500374, 0.049496, 
20, 0.274713, 0.509844, 0.051592, 
20, 0.285099, 0.519271, 0.053743, 
20, 0.295672, 0.528653, 0.055949, 
20, 0.306432, 0.537989, 0.058212, 
20, 0.317377, 0.547278, 0.060532, 
20, 0.328508, 0.556517, 0.062910, 
20, 0.339822, 0.565706, 0.065347, 
20, 0.351319, 0.574842, 0.067845, 
20, 0.362997, 0.583925, 0.070405, 
20, 0.374856, 0.592953, 0.073026, 
20, 0.386895, 0.601923, 0.075712, 
20, 0.399111, 0.610835, 0.078462, 
20, 0.411505, 0.619686, 0.081278, 
20, 0.424074, 0.628474, 0.084161, 
20, 0.436818, 0.637198, 0.087112, 
20, 0.449736, 0.645856, 0.090133, 
20, 0.462825, 0.654446, 0.093225, 
20, 0.476084, 0.662966, 0.096390, 
20, 0.489512, 0.671413, 0.099629, 
20, 0.503108, 0.679786, 0.102942, 
20, 0.516869, 0.688083, 0.106333, 
20, 0.530795, 0.696300, 0.109802, 
20, 0.544884, 0.704437, 0.113350, 
20, 0.559134, 0.712491, 0.116981, 
20, 0.573543, 0.720459, 0.120694, 
20, 0.588110, 0.728339, 0.124493, 
20, 0.602833, 0.736128, 0.128378, 
20, 0.617709, 0.743825, 0.132352, 
20, 0.632738, 0.751426, 0.136416, 
20, 0.647916, 0.758929, 0.140573, 
20, 0.663243, 0.766331, 0.144824, 
20, 0.678715, 0.773631, 0.149171, 
20, 0.694332, 0.780824, 0.153617, 
20, 0.710090, 0.787908, 0.158163, 
20, 0.725988, 0.794881, 0.162812, 
20, 0.742022, 0.801740, 0.167566, 
20, 0.758192, 0.808481, 0.172427, 
20, 0.774494, 0.815103, 0.177398, 
20, 0.790926, 0.821602, 0.182481, 
20, 0.807486, 0.827976, 0.187678, 
20, 0.824170, 0.834222, 0.192992, 
20, 0.840977, 0.840336, 0.198426, 
20, 0.857903, 0.846317, 0.203983, 
20, 0.874946, 0.852161, 0.209664, 
20, 0.892104, 0.857866, 0.215472, 
20, 0.909372, 0.863430, 0.221411, 
20, 0.926749, 0.868849, 0.227483, 
20, 0.944232, 0.874122, 0.233692, 
20, 0.961817, 0.879246, 0.240039, 
20, 0.979501, 0.884220, 0.246528, 
20, 0.997282, 0.889040, 0.253162, 
20, 1.015156, 0.893706, 0.259944, 
20, 1.033120, 0.898216, 0.266878, 
20, 1.051172, 0.902569, 0.273965, 
20, 1.069307, 0.906764, 0.281209, 
20, 1.087523, 0.910800, 0.288614, 
20, 1.105817, 0.914677, 0.296182, 
20, 1.124184, 0.918396, 0.303917, 
20, 1.142624, 0.921956, 0.311822, 
20, 1.161131, 0.925358, 0.319899, 
20, 1.179703, 0.928606, 0.328152, 
20, 1.198337, 0.931700, 0.336584, 
20, 1.217030, 0.934643, 0.345197, 
20, 1.235778, 0.937440, 0.353995, 
20, 1.254580, 0.940094, 0.362981, 
20, 1.273433, 0.942611, 0.372157, 
20, 1.292333, 0.944997, 0.381525, 
20, 1.311278, 0.947258, 0.391088, 
20, 1.330266, 0.949404, 0.400849, 
20, 1.349295, 0.951442, 0.410810, 
20, 1.368362, 0.953383, 0.420972, 
20, 1.387467, 0.955238, 0.431336, 
20, 1.406607, 0.957021, 0.441906, 
20, 1.425782, 0.958745, 0.452681, 
20, 1.444991, 0.960425, 0.463662, 
20, 1.464232, 0.962078, 0.474851, 
20, 1.483507, 0.963723, 0.486247, 
20, 1.502814, 0.965378, 0.497850, 
20, 1.522156, 0.967064, 0.509659, 
20, 1.541532, 0.968804, 0.521674, 
20, 1.560944, 0.970622, 0.533892, 
20, 1.580395, 0.972543, 0.546312, 
20, 1.599887, 0.974593, 0.558932, 
20, 1.619423, 0.976799, 0.571747, 
20, 1.639007, 0.979191, 0.584755, 
20, 1.658640, 0.981682, 0.597950, 
20, 1.678324, 0.984189, 0.611324, 
20, 1.698059, 0.986745, 0.624868, 
20, 1.717847, 0.989385, 0.638572, 
20, 1.737690, 0.992144, 0.652427, 
20, 1.757591, 0.995052, 0.666422, 
20, 1.777554, 0.998143, 0.680546, 
20, 1.797582, 1.001443, 0.694786, 
20, 1.817682, 1.004982, 0.709131, 
20, 1.837858, 1.008783, 0.723567, 
20, 1.858115, 1.012870, 0.738082, 
20, 1.878460, 1.017260, 0.752661, 
20, 1.898900, 1.021969, 0.767291, 
20, 1.919440, 1.027011, 0.781957, 
20, 1.940088, 1.032393, 0.796645, 
20, 1.960850, 1.038121, 0.811340, 
20, 1.981734, 1.044195, 0.826029, 
20, 2.002746, 1.050614, 0.840695, 
20, 2.023894, 1.057370, 0.855326, 
20, 2.045183, 1.064453, 0.869907, 
20, 2.066620, 1.071850, 0.884424, 
20, 2.088211, 1.079542, 0.898863, 
20, 2.109961, 1.087510, 0.913212, 
20, 2.131875, 1.095730, 0.927458, 
20, 2.153959, 1.104175, 0.941588, 
20, 2.176215, 1.112818, 0.955591, 
20, 2.198648, 1.121627, 0.969456, 
20, 2.221259, 1.130570, 0.983173, 
20, 2.244052, 1.139614, 0.996732, 
20, 2.267026, 1.148724, 1.010124, 
20, 2.290182, 1.157806, 1.023340, 
20, 2.313519, 1.166822, 1.036371, 
20, 2.337034, 1.175794, 1.049212, 
20, 2.360728, 1.184687, 1.061855, 
20, 2.384597, 1.193465, 1.074296, 
20, 2.408639, 1.202093, 1.086528, 
20, 2.432850, 1.210539, 1.098550, 
20, 2.457225, 1.218769, 1.110356, 
20, 2.481761, 1.226753, 1.121943, 
20, 2.506450, 1.234461, 1.133311, 
20, 2.531287, 1.241864, 1.144456, 
20, 2.556266, 1.248936, 1.155378, 
20, 2.581379, 1.255652, 1.166076, 
20, 2.606619, 1.261988, 1.176549, 
20, 2.631977, 1.267921, 1.186798, 
20, 2.657446, 1.273433, 1.196824, 
20, 2.683016, 1.278503, 1.206627, 
20, 2.708678, 1.283115, 1.216208, 
20, 2.734423, 1.287254, 1.225569, 
20, 2.760241, 1.290905, 1.234712, 
20, 2.786122, 1.294056, 1.243639, 
20, 2.812056, 1.296695, 1.252353, 
20, 2.838032, 1.298811, 1.260855, 
20, 2.864040, 1.300397, 1.269149, 
20, 2.890069, 1.301445, 1.277237, 
20, 2.916108, 1.301947, 1.285122, 
20, 2.942146, 1.301899, 1.292808, 
20, 2.968172, 1.301295, 1.300297, 
20, 2.994175, 1.300131, 1.307593, 
20, 3.020143, 1.298405, 1.314699, 
20, 3.046065, 1.296114, 1.321618, 
20, 3.071932, 1.293329, 1.328355, 
20, 3.097736, 1.290208, 1.334913, 
20, 3.123473, 1.286838, 1.341298, 
20, 3.149137, 1.283225, 1.347515, 
20, 3.174725, 1.279375, 1.353567, 
20, 3.200230, 1.275293, 1.359460, 
20, 3.225650, 1.270986, 1.365198, 
20, 3.250979, 1.266458, 1.370785, 
20, 3.276214, 1.261718, 1.376226, 
20, 3.301349, 1.256769, 1.381524, 
20, 3.326381, 1.251617, 1.386684, 
20, 3.351307, 1.246269, 1.391710, 
20, 3.376121, 1.240731, 1.396604, 
20, 3.400822, 1.235006, 1.401371, 
20, 3.425404, 1.229102, 1.406015, 
20, 3.449864, 1.223022, 1.410538, 
20, 3.474199, 1.216773, 1.414944, 
20, 3.498407, 1.210360, 1.419237, 
20, 3.522482, 1.203787, 1.423419, 
20, 3.546424, 1.197059, 1.427493, 
20, 3.570227, 1.190180, 1.431463, 
20, 3.593890, 1.183156, 1.435332, 
20, 3.617410, 1.175991, 1.439101, 
20, 3.640784, 1.168689, 1.442774, 
20, 3.664009, 1.161254, 1.446353, 
20, 3.687083, 1.153691, 1.449841, 
20, 3.710003, 1.146003, 1.453240, 
20, 3.732767, 1.138193, 1.456553, 
20, 3.755372, 1.130267, 1.459782, 
20, 3.777817, 1.122226, 1.462929, 
20, 3.800098, 1.114076, 1.465997, 
20, 3.822214, 1.105818, 1.468987, 
20, 3.844164, 1.097457, 1.471901, 
20, 3.865944, 1.088995, 1.474742, 
20, 3.887552, 1.080436, 1.477511, 
20, 3.908988, 1.071782, 1.480211, 
20, 3.930249, 1.063036, 1.482842, 
20, 3.951333, 1.054202, 1.485407, 
20, 3.972238, 1.045280, 1.487908, 
20, 3.992964, 1.036275, 1.490346, 
20, 4.013508, 1.027189, 1.492722, 
20, 4.033868, 1.018024, 1.495039, 
20, 4.054044, 1.008782, 1.497297, 
20, 4.074033, 0.999465, 1.499499, 
20, 4.093835, 0.990077, 1.501645, 
20, 4.113447, 0.980618, 1.503738, 
20, 4.132869, 0.971091, 1.505777, 
20, 4.152099, 0.961498, 1.507766, 
20, 4.171135, 0.951841, 1.509704, 
20, 4.189978, 0.942121, 1.511593, 
20, 4.208625, 0.932341, 1.513435, 
20, 4.227075, 0.922501, 1.515230, 
20, 4.245327, 0.912605, 1.516980, 
20, 4.263380, 0.902653, 1.518685, 
20, 4.281233, 0.892646, 1.520347, 
20, 4.298885, 0.882587, 1.521967, 
20, 4.316334, 0.872477, 1.523545, 
20, 4.333580, 0.862317, 1.525084, 
20, 4.350623, 0.852109, 1.526583, 
20, 4.367460, 0.841853, 1.528043, 
20, 4.384091, 0.831552, 1.529467, 
20, 4.400515, 0.821207, 1.530853, 
20, 4.416731, 0.810818, 1.532204, 
20, 4.432739, 0.800387, 1.533520, 
20, 4.448537, 0.789915, 1.534802, 
20, 4.464125, 0.779404, 1.536050, 
20, 4.479502, 0.768853, 1.537266, 
20, 4.494668, 0.758265, 1.538450, 
20, 4.509621, 0.747640, 1.539602, 
20, 4.524360, 0.736980, 1.540725, 
20, 4.538886, 0.726284, 1.541817, 
20, 4.553197, 0.715555, 1.542881, 
20, 4.567293, 0.704793, 1.543916, 
20, 4.581173, 0.693999, 1.544923, 
20, 4.594836, 0.683173, 1.545903, 
20, 4.608283, 0.672318, 1.546857, 
20, 4.621511, 0.661433, 1.547784, 
20, 4.634522, 0.650519, 1.548686, 
20, 4.647313, 0.639577, 1.549563, 
20, 4.659885, 0.628608, 1.550416, 
20, 4.672238, 0.617612, 1.551245, 
20, 4.684369, 0.606591, 1.552050, 
20, 4.696280, 0.595545, 1.552832, 
20, 4.707970, 0.584475, 1.553593, 
20, 4.719437, 0.573381, 1.554331, 
20, 4.730683, 0.562263, 1.555048, 
20, 4.741705, 0.551124, 1.555743, 
20, 4.752504, 0.539963, 1.556418, 
20, 4.763080, 0.528780, 1.557073, 
20, 4.773432, 0.517578, 1.557708, 
20, 4.783559, 0.506355, 1.558324, 
20, 4.793461, 0.495113, 1.558920, 
20, 4.803138, 0.483852, 1.559498, 
20, 4.812589, 0.472573, 1.560058, 
20, 4.821815, 0.461277, 1.560599, 
20, 4.830814, 0.449963, 1.561123, 
20, 4.839587, 0.438633, 1.561630, 
20, 4.848133, 0.427286, 1.562120, 
20, 4.856451, 0.415925, 1.562593, 
20, 4.864542, 0.404548, 1.563050, 
20, 4.872405, 0.393156, 1.563490, 
20, 4.880040, 0.381751, 1.563915, 
20, 4.887447, 0.370332, 1.564324, 
20, 4.894625, 0.358900, 1.564718, 
20, 4.901574, 0.347455, 1.565097, 
20, 4.908294, 0.335998, 1.565461, 
20, 4.914784, 0.324529, 1.565810, 
20, 4.921045, 0.313049, 1.566145, 
20, 4.927077, 0.301559, 1.566466, 
20, 4.932878, 0.290058, 1.566773, 
20, 4.938449, 0.278547, 1.567066, 
20, 4.943789, 0.267026, 1.567345, 
20, 4.948899, 0.255497, 1.567612, 
20, 4.953778, 0.243958, 1.567865, 
20, 4.958427, 0.232412, 1.568104, 
20, 4.962844, 0.220858, 1.568331, 
20, 4.967030, 0.209296, 1.568546, 
20, 4.970984, 0.197727, 1.568747, 
20, 4.974707, 0.186152, 1.568936, 
20, 4.978200, 0.174658, 1.569113, 
20, 4.981469, 0.163434, 1.569278, 
20, 4.984521, 0.152579, 1.569431, 
20, 4.987363, 0.142094, 1.569574, 
20, 4.990002, 0.131980, 1.569706, 
20, 4.992447, 0.122236, 1.569828, 
20, 4.994704, 0.112865, 1.569940, 
20, 4.996781, 0.103865, 1.570043, 
20, 4.998686, 0.095238, 1.570138, 
20, 5.000426, 0.086983, 1.570224, 
20, 5.002008, 0.079102, 1.570302, 
20, 5.003440, 0.071594, 1.570373, 
20, 5.004729, 0.064459, 1.570436, 
20, 5.005883, 0.057699, 1.570493, 
20, 5.006909, 0.051312, 1.570543, 
20, 5.007815, 0.045300, 1.570588, 
20, 5.008608, 0.039662, 1.570627, 
20, 5.009296, 0.034398, 1.570660, 
20, 5.009887, 0.029510, 1.570689, 
20, 5.010387, 0.024996, 1.570714, 
20, 5.010804, 0.020857, 1.570734, 
20, 5.011146, 0.017093, 1.570751, 
20, 5.011420, 0.013704, 1.570764, 
20, 5.011633, 0.010690, 1.570775, 
20, 5.011794, 0.008052, 1.570783, 
20, 5.011910, 0.005788, 1.570788, 
20, 5.011988, 0.003900, 1.570792, 
20, 5.012036, 0.002387, 1.570795, 
20, 5.012061, 0.001250, 1.570796, 
20, 5.012071, 0.000487, 1.570796, 
20, 5.012073, 0.000100, 1.570796, 
20, 5.012073, 0.000000, 1.570796, 
